row,col,level,conductance,conductance_uS
29,7,6,0.206897,21.48
29,8,29,1.000000,100.00
29,9,28,0.965517,96.59
29,10,18,0.620690,62.45
29,11,25,0.862069,86.34
29,12,23,0.793103,79.52
29,13,17,0.586207,59.03
29,14,9,0.310345,31.72
29,15,15,0.517241,52.21
29,16,10,0.344828,35.14
29,17,23,0.793103,79.52
29,18,16,0.551724,55.62
29,19,24,0.827586,82.93
29,20,12,0.413793,41.97
29,21,8,0.275862,28.31
29,22,4,0.137931,14.66
29,23,28,0.965517,96.59
29,24,7,0.241379,24.90
29,25,6,0.206897,21.48
29,26,25,0.862069,86.34
29,27,29,1.000000,100.00
29,28,16,0.551724,55.62
29,29,18,0.620690,62.45
29,30,6,0.206897,21.48
29,31,15,0.517241,52.21
29,32,15,0.517241,52.21
29,33,25,0.862069,86.34
29,34,3,0.103448,11.24
29,35,5,0.172414,18.07
29,36,25,0.862069,86.34
29,37,19,0.655172,65.86
29,38,27,0.931034,93.17
29,39,20,0.689655,69.28
29,40,27,0.931034,93.17
29,41,10,0.344828,35.14
29,42,24,0.827586,82.93
29,43,26,0.896552,89.76
29,44,27,0.931034,93.17
29,45,2,0.068966,7.83
29,46,27,0.931034,93.17
29,47,23,0.793103,79.52
29,48,19,0.655172,65.86
29,49,27,0.931034,93.17
29,50,2,0.068966,7.83
29,51,24,0.827586,82.93
29,52,26,0.896552,89.76
29,53,16,0.551724,55.62
29,54,24,0.827586,82.93
29,55,16,0.551724,55.62
29,56,4,0.137931,14.66
29,57,22,0.758621,76.10
29,58,5,0.172414,18.07
29,59,6,0.206897,21.48
29,60,18,0.620690,62.45
29,61,8,0.275862,28.31
29,62,24,0.827586,82.93
29,63,7,0.241379,24.90
30,0,3,0.103448,11.24
30,1,24,0.827586,82.93
30,2,12,0.413793,41.97
30,3,18,0.620690,62.45
30,4,17,0.586207,59.03
30,5,7,0.241379,24.90
30,6,16,0.551724,55.62
30,7,8,0.275862,28.31
30,8,10,0.344828,35.14
30,9,24,0.827586,82.93
30,10,26,0.896552,89.76
30,11,14,0.482759,48.79
30,12,22,0.758621,76.10
30,13,8,0.275862,28.31
30,14,23,0.793103,79.52
30,15,11,0.379310,38.55
30,16,21,0.724138,72.69
30,17,15,0.517241,52.21
30,18,2,0.068966,7.83
30,19,26,0.896552,89.76
30,20,29,1.000000,100.00
30,21,9,0.310345,31.72
30,22,15,0.517241,52.21
30,23,8,0.275862,28.31
30,24,27,0.931034,93.17
30,25,20,0.689655,69.28
30,26,7,0.241379,24.90
30,27,23,0.793103,79.52
30,28,5,0.172414,18.07
30,29,13,0.448276,45.38
30,30,6,0.206897,21.48
30,31,15,0.517241,52.21
30,32,14,0.482759,48.79
30,33,17,0.586207,59.03
30,34,19,0.655172,65.86
30,35,17,0.586207,59.03
30,36,20,0.689655,69.28
30,37,29,1.000000,100.00
30,38,25,0.862069,86.34
30,39,25,0.862069,86.34
30,40,15,0.517241,52.21
30,41,7,0.241379,24.90
30,42,26,0.896552,89.76
30,43,17,0.586207,59.03
30,44,23,0.793103,79.52
30,45,14,0.482759,48.79
30,46,10,0.344828,35.14
30,47,3,0.103448,11.24
30,48,2,0.068966,7.83
30,49,23,0.793103,79.52
30,50,18,0.620690,62.45
30,51,25,0.862069,86.34
30,52,5,0.172414,18.07
30,53,27,0.931034,93.17
30,54,9,0.310345,31.72
30,55,15,0.517241,52.21
30,56,25,0.862069,86.34
30,57,14,0.482759,48.79
30,58,19,0.655172,65.86
30,59,19,0.655172,65.86
30,60,6,0.206897,21.48
30,61,2,0.068966,7.83
30,62,6,0.206897,21.48
30,63,20,0.689655,69.28
31,0,3,0.103448,11.24
31,1,20,0.689655,69.28
31,2,17,0.586207,59.03
31,3,15,0.517241,52.21
31,4,4,0.137931,14.66
31,5,4,0.137931,14.66
31,6,8,0.275862,28.31
31,7,18,0.620690,62.45
31,8,18,0.620690,62.45
31,9,10,0.344828,35.14
31,10,1,0.034483,4.41
31,11,3,0.103448,11.24
31,12,1,0.034483,4.41
31,13,28,0.965517,96.59
31,14,3,0.103448,11.24
31,15,15,0.517241,52.21
31,16,25,0.862069,86.34
31,17,29,1.000000,100.00
31,18,23,0.793103,79.52
31,19,15,0.517241,52.21
31,20,10,0.344828,35.14
31,21,29,1.000000,100.00
31,22,20,0.689655,69.28
31,23,16,0.551724,55.62
31,24,21,0.724138,72.69
31,25,17,0.586207,59.03
31,26,20,0.689655,69.28
31,27,17,0.586207,59.03
31,28,16,0.551724,55.62
31,29,23,0.793103,79.52
31,30,15,0.517241,52.21
31,31,6,0.206897,21.48
31,32,27,0.931034,93.17
31,33,15,0.517241,52.21
31,34,9,0.310345,31.72
31,35,0,0.000000,1.00
31,36,29,1.000000,100.00
31,37,3,0.103448,11.24
31,38,26,0.896552,89.76
31,39,15,0.517241,52.21
31,40,15,0.517241,52.21
31,41,1,0.034483,4.41
31,42,12,0.413793,41.97
31,43,19,0.655172,65.86
31,44,1,0.034483,4.41
31,45,28,0.965517,96.59
31,46,28,0.965517,96.59
31,47,29,1.000000,100.00
31,48,4,0.137931,14.66
31,49,14,0.482759,48.79
31,50,5,0.172414,18.07
31,51,23,0.793103,79.52
31,52,3,0.103448,11.24
31,53,28,0.965517,96.59
31,54,16,0.551724,55.62
31,55,4,0.137931,14.66
31,56,25,0.862069,86.34
31,57,7,0.241379,24.90
31,58,28,0.965517,96.59
31,59,26,0.896552,89.76
31,60,22,0.758621,76.10
31,61,13,0.448276,45.38
31,62,2,0.068966,7.83
31,63,10,0.344828,35.14
32,0,27,0.931034,93.17
32,1,5,0.172414,18.07
32,2,7,0.241379,24.90
32,3,19,0.655172,65.86
32,4,27,0.931034,93.17
32,5,27,0.931034,93.17
32,6,21,0.724138,72.69
32,7,18,0.620690,62.45
32,8,14,0.482759,48.79
32,9,20,0.689655,69.28
32,10,22,0.758621,76.10
32,11,24,0.827586,82.93
32,12,18,0.620690,62.45
32,13,9,0.310345,31.72
32,14,25,0.862069,86.34
32,15,16,0.551724,55.62
32,16,6,0.206897,21.48
32,17,21,0.724138,72.69
32,18,12,0.413793,41.97
32,19,14,0.482759,48.79
32,20,3,0.103448,11.24
32,21,29,1.000000,100.00
32,22,26,0.896552,89.76
32,23,6,0.206897,21.48
32,24,29,1.000000,100.00
32,25,18,0.620690,62.45
32,26,10,0.344828,35.14
32,27,24,0.827586,82.93
32,28,3,0.103448,11.24
32,29,26,0.896552,89.76
32,30,9,0.310345,31.72
32,31,28,0.965517,96.59
32,32,20,0.689655,69.28
32,33,11,0.379310,38.55
32,34,28,0.965517,96.59
32,35,18,0.620690,62.45
32,36,11,0.379310,38.55
32,37,5,0.172414,18.07
32,38,24,0.827586,82.93
32,39,21,0.724138,72.69
32,40,27,0.931034,93.17
32,41,25,0.862069,86.34
32,42,22,0.758621,76.10
32,43,22,0.758621,76.10
32,44,15,0.517241,52.21
32,45,23,0.793103,79.52
32,46,4,0.137931,14.66
32,47,9,0.310345,31.72
32,48,23,0.793103,79.52
32,49,26,0.896552,89.76
32,50,7,0.241379,24.90
32,51,24,0.827586,82.93
32,52,21,0.724138,72.69
32,53,4,0.137931,14.66
32,54,21,0.724138,72.69
32,55,3,0.103448,11.24
32,56,10,0.344828,35.14
32,57,16,0.551724,55.62
32,58,23,0.793103,79.52
32,59,12,0.413793,41.97
32,60,9,0.310345,31.72
32,61,4,0.137931,14.66
32,62,6,0.206897,21.48
32,63,23,0.793103,79.52
33,0,12,0.413793,41.97
33,1,1,0.034483,4.41
33,2,1,0.034483,4.41
33,3,4,0.137931,14.66
33,4,18,0.620690,62.45
33,5,5,0.172414,18.07
33,6,18,0.620690,62.45
33,7,29,1.000000,100.00
33,8,14,0.482759,48.79
33,9,23,0.793103,79.52
33,10,1,0.034483,4.41
33,11,6,0.206897,21.48
33,12,14,0.482759,48.79
33,13,20,0.689655,69.28
33,14,22,0.758621,76.10
33,15,12,0.413793,41.97
33,16,0,0.000000,1.00
33,17,22,0.758621,76.10
33,18,12,0.413793,41.97
33,19,23,0.793103,79.52
33,20,15,0.517241,52.21
33,21,12,0.413793,41.97
33,22,16,0.551724,55.62
33,23,27,0.931034,93.17
33,24,14,0.482759,48.79
33,25,18,0.620690,62.45
33,26,25,0.862069,86.34
33,27,5,0.172414,18.07
33,28,1,0.034483,4.41
33,29,12,0.413793,41.97
33,30,18,0.620690,62.45
33,31,0,0.000000,1.00
33,32,13,0.448276,45.38
33,33,13,0.448276,45.38
33,34,27,0.931034,93.17
33,35,18,0.620690,62.45
33,36,7,0.241379,24.90
33,37,24,0.827586,82.93
33,38,23,0.793103,79.52
33,39,25,0.862069,86.34
33,40,17,0.586207,59.03
33,41,5,0.172414,18.07
33,42,1,0.034483,4.41
33,43,6,0.206897,21.48
33,44,16,0.551724,55.62
33,45,7,0.241379,24.90
33,46,4,0.137931,14.66
33,47,10,0.344828,35.14
33,48,8,0.275862,28.31
33,49,16,0.551724,55.62
33,50,25,0.862069,86.34
33,51,1,0.034483,4.41
33,52,1,0.034483,4.41
33,53,23,0.793103,79.52
33,54,3,0.103448,11.24
33,55,29,1.000000,100.00
33,56,3,0.103448,11.24
33,57,29,1.000000,100.00
33,58,16,0.551724,55.62
33,59,27,0.931034,93.17
33,60,13,0.448276,45.38
33,61,26,0.896552,89.76
33,62,7,0.241379,24.90
33,63,7,0.241379,24.90
34,0,1,0.034483,4.41
34,1,3,0.103448,11.24
34,2,19,0.655172,65.86
34,3,17,0.586207,59.03
34,4,1,0.034483,4.41
34,5,20,0.689655,69.28
34,6,22,0.758621,76.10
34,7,13,0.448276,45.38
34,8,7,0.241379,24.90
34,9,2,0.068966,7.83
34,10,15,0.517241,52.21
34,11,13,0.448276,45.38
34,12,17,0.586207,59.03
34,13,9,0.310345,31.72
34,14,3,0.103448,11.24
34,15,14,0.482759,48.79
34,16,19,0.655172,65.86
34,17,16,0.551724,55.62
34,18,18,0.620690,62.45
34,19,4,0.137931,14.66
34,20,3,0.103448,11.24
34,21,10,0.344828,35.14
34,22,21,0.724138,72.69
34,23,12,0.413793,41.97
34,24,8,0.275862,28.31
34,25,22,0.758621,76.10
34,26,28,0.965517,96.59
34,27,22,0.758621,76.10
34,28,2,0.068966,7.83
34,29,12,0.413793,41.97
34,30,16,0.551724,55.62
34,31,24,0.827586,82.93
34,32,20,0.689655,69.28
34,33,8,0.275862,28.31
34,34,20,0.689655,69.28
34,35,13,0.448276,45.38
34,36,2,0.068966,7.83
34,37,15,0.517241,52.21
34,38,8,0.275862,28.31
34,39,23,0.793103,79.52
34,40,22,0.758621,76.10
34,41,18,0.620690,62.45
34,42,14,0.482759,48.79
34,43,25,0.862069,86.34
34,44,1,0.034483,4.41
34,45,20,0.689655,69.28
34,46,26,0.896552,89.76
34,47,9,0.310345,31.72
34,48,2,0.068966,7.83
34,49,17,0.586207,59.03
34,50,29,1.000000,100.00
34,51,25,0.862069,86.34
34,52,20,0.689655,69.28
34,53,5,0.172414,18.07
34,54,23,0.793103,79.52
34,55,14,0.482759,48.79
34,56,21,0.724138,72.69
34,57,5,0.172414,18.07
34,58,27,0.931034,93.17
34,59,23,0.793103,79.52
34,60,23,0.793103,79.52
34,61,22,0.758621,76.10
34,62,1,0.034483,4.41
34,63,13,0.448276,45.38
35,0,12,0.413793,41.97
35,1,2,0.068966,7.83
35,2,16,0.551724,55.62
35,3,16,0.551724,55.62
35,4,2,0.068966,7.83
35,5,10,0.344828,35.14
35,6,17,0.586207,59.03
35,7,10,0.344828,35.14
35,8,18,0.620690,62.45
35,9,14,0.482759,48.79
35,10,8,0.275862,28.31
35,11,21,0.724138,72.69
35,12,0,0.000000,1.00
35,13,22,0.758621,76.10
35,14,1,0.034483,4.41
35,15,28,0.965517,96.59
35,16,19,0.655172,65.86
35,17,3,0.103448,11.24
35,18,7,0.241379,24.90
35,19,24,0.827586,82.93
35,20,23,0.793103,79.52
35,21,19,0.655172,65.86
35,22,18,0.620690,62.45
35,23,17,0.586207,59.03
35,24,8,0.275862,28.31
35,25,29,1.000000,100.00
35,26,11,0.379310,38.55
35,27,0,0.000000,1.00
35,28,23,0.793103,79.52
35,29,29,1.000000,100.00
35,30,20,0.689655,69.28
35,31,0,0.000000,1.00
35,32,3,0.103448,11.24
35,33,25,0.862069,86.34
35,34,7,0.241379,24.90
35,35,29,1.000000,100.00
35,36,3,0.103448,11.24
35,37,2,0.068966,7.83
35,38,14,0.482759,48.79
35,39,1,0.034483,4.41
35,40,24,0.827586,82.93
35,41,7,0.241379,24.90
35,42,1,0.034483,4.41
35,43,7,0.241379,24.90
35,44,9,0.310345,31.72
35,45,9,0.310345,31.72
35,46,24,0.827586,82.93
35,47,20,0.689655,69.28
35,48,0,0.000000,1.00
35,49,3,0.103448,11.24
35,50,28,0.965517,96.59
35,51,23,0.793103,79.52
35,52,10,0.344828,35.14
35,53,23,0.793103,79.52
35,54,4,0.137931,14.66
35,55,1,0.034483,4.41
35,56,22,0.758621,76.10
35,57,11,0.379310,38.55
35,58,14,0.482759,48.79
35,59,20,0.689655,69.28
35,60,26,0.896552,89.76
35,61,4,0.137931,14.66
35,62,2,0.068966,7.83
35,63,8,0.275862,28.31
36,0,7,0.241379,24.90
36,1,28,0.965517,96.59
36,2,12,0.413793,41.97
36,3,14,0.482759,48.79
36,4,17,0.586207,59.03
36,5,21,0.724138,72.69
36,6,29,1.000000,100.00
36,7,6,0.206897,21.48
36,8,7,0.241379,24.90
36,9,19,0.655172,65.86
36,10,16,0.551724,55.62
36,11,2,0.068966,7.83
36,12,3,0.103448,11.24
36,13,16,0.551724,55.62
36,14,28,0.965517,96.59
36,15,22,0.758621,76.10
36,16,6,0.206897,21.48
36,17,16,0.551724,55.62
36,18,7,0.241379,24.90
36,19,28,0.965517,96.59
36,20,3,0.103448,11.24
36,21,6,0.206897,21.48
36,22,5,0.172414,18.07
36,23,25,0.862069,86.34
36,24,7,0.241379,24.90
36,25,19,0.655172,65.86
36,26,6,0.206897,21.48
36,27,18,0.620690,62.45
36,28,6,0.206897,21.48
36,29,19,0.655172,65.86
36,30,11,0.379310,38.55
36,31,20,0.689655,69.28
36,32,3,0.103448,11.24
36,33,18,0.620690,62.45
36,34,4,0.137931,14.66
36,35,23,0.793103,79.52
36,36,1,0.034483,4.41
36,37,22,0.758621,76.10
36,38,0,0.000000,1.00
36,39,7,0.241379,24.90
36,40,11,0.379310,38.55
36,41,15,0.517241,52.21
36,42,4,0.137931,14.66
36,43,12,0.413793,41.97
36,44,21,0.724138,72.69
36,45,7,0.241379,24.90
36,46,1,0.034483,4.41
36,47,19,0.655172,65.86
36,48,5,0.172414,18.07
36,49,12,0.413793,41.97
36,50,1,0.034483,4.41
36,51,12,0.413793,41.97
36,52,26,0.896552,89.76
36,53,26,0.896552,89.76
36,54,3,0.103448,11.24
36,55,19,0.655172,65.86
36,56,8,0.275862,28.31
36,57,8,0.275862,28.31
36,58,16,0.551724,55.62
36,59,14,0.482759,48.79
36,60,22,0.758621,76.10
36,61,7,0.241379,24.90
36,62,16,0.551724,55.62
36,63,7,0.241379,24.90
37,0,26,0.896552,89.76
37,1,19,0.655172,65.86
37,2,14,0.482759,48.79
37,3,26,0.896552,89.76
37,4,28,0.965517,96.59
37,5,11,0.379310,38.55
37,6,26,0.896552,89.76
37,7,27,0.931034,93.17
37,8,21,0.724138,72.69
37,9,29,1.000000,100.00
37,10,29,1.000000,100.00
37,11,2,0.068966,7.83
37,12,28,0.965517,96.59
37,13,26,0.896552,89.76
37,14,2,0.068966,7.83
37,15,0,0.000000,1.00
37,16,22,0.758621,76.10
37,17,20,0.689655,69.28
37,18,4,0.137931,14.66
37,19,4,0.137931,14.66
37,20,15,0.517241,52.21
37,21,20,0.689655,69.28
37,22,24,0.827586,82.93
37,23,4,0.137931,14.66
37,24,19,0.655172,65.86
37,25,9,0.310345,31.72
37,26,23,0.793103,79.52
37,27,20,0.689655,69.28
37,28,25,0.862069,86.34
37,29,20,0.689655,69.28
37,30,21,0.724138,72.69
37,31,3,0.103448,11.24
37,32,1,0.034483,4.41
37,33,24,0.827586,82.93
37,34,5,0.172414,18.07
37,35,18,0.620690,62.45
37,36,7,0.241379,24.90
37,37,10,0.344828,35.14
37,38,14,0.482759,48.79
37,39,12,0.413793,41.97
37,40,4,0.137931,14.66
37,41,29,1.000000,100.00
37,42,27,0.931034,93.17
37,43,13,0.448276,45.38
37,44,20,0.689655,69.28
37,45,0,0.000000,1.00
37,46,15,0.517241,52.21
37,47,10,0.344828,35.14
37,48,20,0.689655,69.28
37,49,18,0.620690,62.45
37,50,25,0.862069,86.34
37,51,13,0.448276,45.38
37,52,12,0.413793,41.97
37,53,8,0.275862,28.31
37,54,22,0.758621,76.10
37,55,19,0.655172,65.86
37,56,12,0.413793,41.97
37,57,18,0.620690,62.45
37,58,25,0.862069,86.34
37,59,1,0.034483,4.41
37,60,6,0.206897,21.48
37,61,2,0.068966,7.83
37,62,6,0.206897,21.48
37,63,24,0.827586,82.93
38,0,29,1.000000,100.00
38,1,1,0.034483,4.41
38,2,2,0.068966,7.83
38,3,0,0.000000,1.00
38,4,28,0.965517,96.59
38,5,5,0.172414,18.07
38,6,7,0.241379,24.90
38,7,22,0.758621,76.10
38,8,0,0.000000,1.00
38,9,3,0.103448,11.24
38,10,19,0.655172,65.86
38,11,10,0.344828,35.14
38,12,26,0.896552,89.76
38,13,29,1.000000,100.00
38,14,9,0.310345,31.72
38,15,6,0.206897,21.48
38,16,15,0.517241,52.21
38,17,11,0.379310,38.55
38,18,9,0.310345,31.72
38,19,13,0.448276,45.38
38,20,10,0.344828,35.14
38,21,4,0.137931,14.66
38,22,21,0.724138,72.69
38,23,10,0.344828,35.14
38,24,20,0.689655,69.28
38,25,5,0.172414,18.07
38,26,19,0.655172,65.86
38,27,17,0.586207,59.03
38,28,4,0.137931,14.66
38,29,21,0.724138,72.69
38,30,14,0.482759,48.79
38,31,29,1.000000,100.00
38,32,22,0.758621,76.10
38,33,3,0.103448,11.24
38,34,1,0.034483,4.41
38,35,11,0.379310,38.55
38,36,7,0.241379,24.90
38,37,4,0.137931,14.66
38,38,28,0.965517,96.59
38,39,9,0.310345,31.72
38,40,17,0.586207,59.03
38,41,1,0.034483,4.41
38,42,17,0.586207,59.03
38,43,24,0.827586,82.93
38,44,23,0.793103,79.52
38,45,6,0.206897,21.48
38,46,12,0.413793,41.97
38,47,27,0.931034,93.17
38,48,11,0.379310,38.55
38,49,7,0.241379,24.90
38,50,21,0.724138,72.69
38,51,11,0.379310,38.55
38,52,29,1.000000,100.00
38,53,9,0.310345,31.72
38,54,18,0.620690,62.45
38,55,29,1.000000,100.00
38,56,3,0.103448,11.24
38,57,18,0.620690,62.45
38,58,20,0.689655,69.28
38,59,8,0.275862,28.31
38,60,28,0.965517,96.59
38,61,11,0.379310,38.55
38,62,3,0.103448,11.24
38,63,15,0.517241,52.21
39,0,5,0.172414,18.07
39,1,29,1.000000,100.00
39,2,28,0.965517,96.59
39,3,29,1.000000,100.00
39,4,14,0.482759,48.79
39,5,7,0.241379,24.90
39,6,13,0.448276,45.38
39,7,14,0.482759,48.79
39,8,3,0.103448,11.24
39,9,4,0.137931,14.66
39,10,3,0.103448,11.24
39,11,25,0.862069,86.34
39,12,21,0.724138,72.69
39,13,22,0.758621,76.10
39,14,9,0.310345,31.72
39,15,18,0.620690,62.45
39,16,28,0.965517,96.59
39,17,11,0.379310,38.55
39,18,15,0.517241,52.21
39,19,18,0.620690,62.45
39,20,2,0.068966,7.83
39,21,20,0.689655,69.28
39,22,16,0.551724,55.62
39,23,4,0.137931,14.66
39,24,15,0.517241,52.21
39,25,13,0.448276,45.38
39,26,24,0.827586,82.93
39,27,21,0.724138,72.69
39,28,21,0.724138,72.69
39,29,20,0.689655,69.28
39,30,18,0.620690,62.45
39,31,4,0.137931,14.66
39,32,26,0.896552,89.76
39,33,29,1.000000,100.00
39,34,8,0.275862,28.31
39,35,5,0.172414,18.07
39,36,28,0.965517,96.59
39,37,13,0.448276,45.38
39,38,7,0.241379,24.90
39,39,21,0.724138,72.69
39,40,4,0.137931,14.66
39,41,2,0.068966,7.83
39,42,7,0.241379,24.90
39,43,24,0.827586,82.93
39,44,12,0.413793,41.97
39,45,6,0.206897,21.48
39,46,26,0.896552,89.76
39,47,12,0.413793,41.97
39,48,5,0.172414,18.07
39,49,28,0.965517,96.59
39,50,15,0.517241,52.21
39,51,9,0.310345,31.72
39,52,9,0.310345,31.72
39,53,0,0.000000,1.00
39,54,2,0.068966,7.83
39,55,26,0.896552,89.76
39,56,0,0.000000,1.00
39,57,28,0.965517,96.59
39,58,24,0.827586,82.93
39,59,0,0.000000,1.00
39,60,9,0.310345,31.72
39,61,23,0.793103,79.52
39,62,0,0.000000,1.00
39,63,4,0.137931,14.66
40,0,8,0.275862,28.31
40,1,23,0.793103,79.52
40,2,5,0.172414,18.07
40,3,26,0.896552,89.76
40,4,15,0.517241,52.21
40,5,9,0.310345,31.72
40,6,23,0.793103,79.52
40,7,3,0.103448,11.24
40,8,20,0.689655,69.28
40,9,4,0.137931,14.66
40,10,11,0.379310,38.55
40,11,18,0.620690,62.45
40,12,10,0.344828,35.14
40,13,11,0.379310,38.55
40,14,17,0.586207,59.03
40,15,3,0.103448,11.24
40,16,7,0.241379,24.90
40,17,11,0.379310,38.55
40,18,19,0.655172,65.86
40,19,13,0.448276,45.38
40,20,27,0.931034,93.17
40,21,13,0.448276,45.38
40,22,11,0.379310,38.55
40,23,15,0.517241,52.21
40,24,28,0.965517,96.59
40,25,7,0.241379,24.90
40,26,9,0.310345,31.72
40,27,25,0.862069,86.34
40,28,2,0.068966,7.83
40,29,6,0.206897,21.48
40,30,14,0.482759,48.79
40,31,4,0.137931,14.66
40,32,25,0.862069,86.34
40,33,6,0.206897,21.48
40,34,12,0.413793,41.97
40,35,13,0.448276,45.38
40,36,27,0.931034,93.17
40,37,11,0.379310,38.55
40,38,18,0.620690,62.45
40,39,15,0.517241,52.21
40,40,2,0.068966,7.83
40,41,1,0.034483,4.41
40,42,2,0.068966,7.83
40,43,12,0.413793,41.97
40,44,12,0.413793,41.97
40,45,13,0.448276,45.38
40,46,1,0.034483,4.41
40,47,4,0.137931,14.66
40,48,18,0.620690,62.45
40,49,12,0.413793,41.97
40,50,5,0.172414,18.07
40,51,21,0.724138,72.69
40,52,19,0.655172,65.86
40,53,27,0.931034,93.17
40,54,16,0.551724,55.62
40,55,1,0.034483,4.41
40,56,1,0.034483,4.41
40,57,10,0.344828,35.14
40,58,23,0.793103,79.52
40,59,21,0.724138,72.69
40,60,27,0.931034,93.17
40,61,4,0.137931,14.66
40,62,5,0.172414,18.07
40,63,19,0.655172,65.86
41,0,18,0.620690,62.45
41,1,20,0.689655,69.28
41,2,15,0.517241,52.21
41,3,26,0.896552,89.76
41,4,24,0.827586,82.93
41,5,8,0.275862,28.31
41,6,19,0.655172,65.86
41,7,23,0.793103,79.52
41,8,24,0.827586,82.93
41,9,25,0.862069,86.34
41,10,13,0.448276,45.38
41,11,11,0.379310,38.55
41,12,2,0.068966,7.83
41,13,11,0.379310,38.55
41,14,6,0.206897,21.48
41,15,15,0.517241,52.21
41,16,2,0.068966,7.83
41,17,28,0.965517,96.59
41,18,29,1.000000,100.00
41,19,5,0.172414,18.07
41,20,29,1.000000,100.00
41,21,18,0.620690,62.45
41,22,0,0.000000,1.00
41,23,20,0.689655,69.28
41,24,18,0.620690,62.45
41,25,25,0.862069,86.34
41,26,19,0.655172,65.86
41,27,28,0.965517,96.59
41,28,2,0.068966,7.83
41,29,2,0.068966,7.83
41,30,28,0.965517,96.59
41,31,25,0.862069,86.34
41,32,20,0.689655,69.28
41,33,0,0.000000,1.00
41,34,13,0.448276,45.38
41,35,27,0.931034,93.17
41,36,22,0.758621,76.10
41,37,22,0.758621,76.10
41,38,21,0.724138,72.69
41,39,5,0.172414,18.07
41,40,2,0.068966,7.83
41,41,27,0.931034,93.17
41,42,0,0.000000,1.00
41,43,0,0.000000,1.00
41,44,7,0.241379,24.90
41,45,10,0.344828,35.14
41,46,7,0.241379,24.90
41,47,2,0.068966,7.83
41,48,8,0.275862,28.31
41,49,3,0.103448,11.24
41,50,18,0.620690,62.45
41,51,9,0.310345,31.72
41,52,10,0.344828,35.14
41,53,15,0.517241,52.21
41,54,12,0.413793,41.97
41,55,8,0.275862,28.31
41,56,19,0.655172,65.86
41,57,10,0.344828,35.14
41,58,10,0.344828,35.14
41,59,25,0.862069,86.34
41,60,26,0.896552,89.76
41,61,24,0.827586,82.93
41,62,4,0.137931,14.66
41,63,10,0.344828,35.14
42,0,15,0.517241,52.21
42,1,23,0.793103,79.52
42,2,19,0.655172,65.86
42,3,26,0.896552,89.76
42,4,23,0.793103,79.52
42,5,9,0.310345,31.72
42,6,15,0.517241,52.21
42,7,21,0.724138,72.69
42,8,6,0.206897,21.48
42,9,27,0.931034,93.17
42,10,0,0.000000,1.00
42,11,8,0.275862,28.31
42,12,29,1.000000,100.00
42,13,23,0.793103,79.52
42,14,22,0.758621,76.10
42,15,1,0.034483,4.41
42,16,15,0.517241,52.21
42,17,5,0.172414,18.07
42,18,22,0.758621,76.10
42,19,23,0.793103,79.52
42,20,17,0.586207,59.03
42,21,22,0.758621,76.10
42,22,25,0.862069,86.34
42,23,23,0.793103,79.52
42,24,0,0.000000,1.00
42,25,9,0.310345,31.72
42,26,19,0.655172,65.86
42,27,3,0.103448,11.24
42,28,13,0.448276,45.38
42,29,4,0.137931,14.66
42,30,9,0.310345,31.72
42,31,28,0.965517,96.59
42,32,13,0.448276,45.38
42,33,2,0.068966,7.83
42,34,22,0.758621,76.10
42,35,29,1.000000,100.00
42,36,21,0.724138,72.69
42,37,1,0.034483,4.41
42,38,7,0.241379,24.90
42,39,26,0.896552,89.76
42,40,16,0.551724,55.62
42,41,2,0.068966,7.83
42,42,29,1.000000,100.00
42,43,4,0.137931,14.66
42,44,1,0.034483,4.41
42,45,5,0.172414,18.07
42,46,11,0.379310,38.55
42,47,10,0.344828,35.14
42,48,12,0.413793,41.97
42,49,13,0.448276,45.38
42,50,26,0.896552,89.76
42,51,0,0.000000,1.00
42,52,24,0.827586,82.93
42,53,11,0.379310,38.55
42,54,21,0.724138,72.69
42,55,8,0.275862,28.31
42,56,20,0.689655,69.28
42,57,22,0.758621,76.10
42,58,12,0.413793,41.97
42,59,3,0.103448,11.24
42,60,13,0.448276,45.38
42,61,29,1.000000,100.00
42,62,27,0.931034,93.17
42,63,1,0.034483,4.41
43,0,19,0.655172,65.86
43,1,26,0.896552,89.76
43,2,3,0.103448,11.24
43,3,24,0.827586,82.93
43,4,14,0.482759,48.79
43,5,13,0.448276,45.38
43,6,2,0.068966,7.83
43,7,20,0.689655,69.28
43,8,1,0.034483,4.41
43,9,22,0.758621,76.10
43,10,20,0.689655,69.28
43,11,17,0.586207,59.03
43,12,27,0.931034,93.17
43,13,11,0.379310,38.55
43,14,23,0.793103,79.52
43,15,27,0.931034,93.17
43,16,20,0.689655,69.28
43,17,7,0.241379,24.90
43,18,2,0.068966,7.83
43,19,27,0.931034,93.17
43,20,4,0.137931,14.66
43,21,24,0.827586,82.93
43,22,2,0.068966,7.83
43,23,0,0.000000,1.00
43,24,5,0.172414,18.07
43,25,21,0.724138,72.69
43,26,14,0.482759,48.79
43,27,16,0.551724,55.62
43,28,6,0.206897,21.48
43,29,5,0.172414,18.07
43,30,4,0.137931,14.66
43,31,1,0.034483,4.41
43,32,29,1.000000,100.00
43,33,23,0.793103,79.52
43,34,15,0.517241,52.21
43,35,7,0.241379,24.90
43,36,12,0.413793,41.97
43,37,20,0.689655,69.28
43,38,7,0.241379,24.90
43,39,19,0.655172,65.86
43,40,24,0.827586,82.93
43,41,5,0.172414,18.07
43,42,24,0.827586,82.93
